"","FoxCount","Effort","FoxRR","CatCount","Site","Transect","BlockCode","Easting","Northing","Session","Date","Bait_ThreeMonths","Bait_SixMonths","Bait_TwelveMonths","MeanBaitIntensity_Three","MeanBaitIntensity_Six","MeanBaitIntensity_Twelve","Rain_ThreeMonths","Rain_SixMonths","Rain_TwelveMonths","Prey_Twelve","DistAg","Year","BAIT_REGIME","PHASE","YEAR_GROUPS"
"BO07_S 6",0,4,0,0,"BO07","Boyicup","BCP",462253,6204470,6,2007-04-03,7.02212905883789,14.3957052230835,28.6537170410156,4.7268842124939,9.67666942596436,19.3218873596191,48.4000005722046,131.800002098083,498.400004386902,0.421201453196445,688.695234808365,"2007","Quarterly","BEFORE","2006_2008"
"BO07_S 7",0,3,0,1,"BO07","Boyicup","BCP",462253,6204470,7,2007-06-12,7.02212905883789,14.3957052230835,28.6537170410156,4.7268842124939,9.67666942596436,19.3218873596191,124.299999237061,164.199999809265,531.400002479553,0.433909032854578,688.695234808365,"2007","Quarterly","BEFORE","2006_2008"
"BO07_S 8",0,4,0,0,"BO07","Boyicup","BCP",462253,6204470,8,2007-07-10,7.37357568740845,14.3957052230835,30.6736679077148,4.94978525161743,9.67666942596436,21.4877874755859,158.799999237061,207.199999809265,566.500002861023,0.438819264486578,688.695234808365,"2007","Quarterly","BEFORE","2006_2008"
"BO07_S 9",2,6,0.333333333333333,0,"BO07","Boyicup","BCP",462253,6204470,9,2008-02-27,7.5817813873291,14.7598628997803,29.1555671691895,5.1896870803833,10.1036327362061,19.7803016662598,67.6999986171722,364.699998617172,677.89999461174,0.475359089245542,688.695234808365,"2008","Quarterly","BEFORE","2006_2008"
"BO07_S13",1,6,0.166666666666667,0,"BO07","Boyicup","BCP",462253,6204470,13,2010-03-11,7.10364818572998,14.1294116973877,28.8258457183838,4.94105781555176,9.87584075927734,20.0123084259033,9.09999978542328,185.900000929832,629.200014948845,0.515501220454467,688.695234808365,"2010","Quarterly","AFTER","2009_2010"
"BO07_S14",0,6,0,0,"BO07","Boyicup","BCP",462253,6204470,14,2011-03-15,7.42435598373413,14.6735229492188,29.0717678070068,5.23946073532105,10.2561884307861,20.2329903411865,97.8999967575073,197.899996757507,472.999995231628,0.540109242215051,688.695234808365,"2011","Quarterly","AFTER","2011_2013"
"BO07_S15",0,4,0,0,"BO07","Boyicup","BCP",462253,6204470,15,2011-09-20,7.18191051483154,14.4200716018677,29.0935955047607,4.98175422668457,9.99275897979736,20.2489472198486,306.599998474121,421.999996900558,619.899993658066,0.515378443969299,688.695234808365,"2011","Quarterly","AFTER","2011_2013"
"BO07_S16",0,6,0,0,"BO07","Boyicup","BCP",462253,6204470,16,2012-03-27,6.9443564414978,14.2277631759644,28.647834777832,4.72659112930298,9.76112339019775,19.7538821411133,66.4999990463257,301.100005149841,723.1000020504,0.468342218834347,688.695234808365,"2012","Quarterly","AFTER","2011_2013"
"BO07_S18",1,6,0.166666666666667,0,"BO07","Boyicup","BCP",462253,6204470,18,2012-10-04,6.87587690353394,13.9302892684937,28.158052444458,4.69098176956177,9.47480197906494,19.2359253692627,208.700002670288,406.100004196167,620.800006300211,0.438519297802433,688.695234808365,"2012","Quarterly","AFTER","2011_2013"
"BO07_S20",0,9,0,0,"BO07","Boyicup","BCP",462253,6204470,20,2013-02-05,6.83919143676758,13.6490345001221,27.57932472229,4.47782428741455,9.13446846008301,18.6092707061768,156.499997138977,358.500000953674,598.900001913309,0.44480662416182,688.695234808365,"2013","Quarterly","AFTER","2011_2013"
"BO07_S21",0,8,0,0,"BO07","Boyicup","BCP",462253,6204470,21,2013-03-14,6.83919143676758,13.6490345001221,27.57932472229,4.47782428741455,9.13446846008301,18.6092707061768,93.3000001907349,290.099999427795,595.700002104044,0.448655143023877,688.695234808365,"2013","Quarterly","AFTER","2011_2013"
"BO08_S 1",1,7,0.142857142857143,1,"BO08","Boyicup","BCP",462113,6204886,1,2006-08-24,7.27330207824707,14.4047546386719,29.0597553253174,4.8976428604126,9.72152397155762,19.6146412658691,159.300001144409,218.60000038147,632.800004959106,0.373995304168098,1046.37028615551,"2006","Quarterly","BEFORE","2006_2008"
"BO08_S 2",0,2,0,0,"BO08","Boyicup","BCP",462113,6204886,2,2006-10-10,8.90438652038574,14.2580127716064,30.637035369873,6.86133255004883,9.64521820068359,21.5503518676758,275.900001525879,366.600002288818,601.500001907349,0.384617973144276,1046.37028615551,"2006","Quarterly","BEFORE","2006_2008"
"BO08_S 3",0,3,0,0,"BO08","Boyicup","BCP",462113,6204886,3,2006-12-05,6.98471021652222,14.2580127716064,28.717357635498,4.74757509231567,9.64521820068359,19.4365940093994,125.5,367.200002670288,523.400003433228,0.397029716492164,1046.37028615551,"2006","Quarterly","BEFORE","2006_2008"
"BO08_S 4",0,3,0,0,"BO08","Boyicup","BCP",462113,6204886,4,2007-01-16,7.37357568740845,16.277961730957,28.7630405426025,4.94978525161743,11.8111175537109,19.4188842010498,83.4000015258789,359.300003051758,509.400003433228,0.405970070919827,1046.37028615551,"2007","Quarterly","BEFORE","2006_2008"
"BO08_S 5",0,1,0,1,"BO08","Boyicup","BCP",462113,6204886,5,2007-02-28,7.37357568740845,14.3582859039307,28.7630405426025,4.94978525161743,9.69736022949219,19.4188842010498,59.9000015258789,281.000003814697,499.600004196167,0.414669387796356,1046.37028615551,"2007","Quarterly","BEFORE","2006_2008"
"BO08_S 6",0,4,0,0,"BO08","Boyicup","BCP",462113,6204886,6,2007-04-03,7.02212905883789,14.3957052230835,28.6537170410156,4.7268842124939,9.67666942596436,19.3218873596191,48.4000005722046,131.800002098083,498.400004386902,0.421201453196445,1046.37028615551,"2007","Quarterly","BEFORE","2006_2008"
"BO08_S 7",0,3,0,0,"BO08","Boyicup","BCP",462113,6204886,7,2007-06-12,7.02212905883789,14.3957052230835,28.6537170410156,4.7268842124939,9.67666942596436,19.3218873596191,124.299999237061,164.199999809265,531.400002479553,0.433909032854578,1046.37028615551,"2007","Quarterly","BEFORE","2006_2008"
"BO08_S 8",1,4,0.25,0,"BO08","Boyicup","BCP",462113,6204886,8,2007-07-10,7.37357568740845,14.3957052230835,30.6736679077148,4.94978525161743,9.67666942596436,21.4877874755859,158.799999237061,207.199999809265,566.500002861023,0.438819264486578,1046.37028615551,"2007","Quarterly","BEFORE","2006_2008"
"BO08_S 9",3,6,0.5,1,"BO08","Boyicup","BCP",462113,6204886,9,2008-02-27,7.5817813873291,14.7598628997803,29.1555671691895,5.1896870803833,10.1036327362061,19.7803016662598,67.6999986171722,364.699998617172,677.89999461174,0.475359089245542,1046.37028615551,"2008","Quarterly","BEFORE","2006_2008"
"BO08_S13",1,6,0.166666666666667,0,"BO08","Boyicup","BCP",462113,6204886,13,2010-03-11,7.10364818572998,14.1294116973877,28.8258457183838,4.94105781555176,9.87584075927734,20.0123084259033,9.09999978542328,185.900000929832,629.200014948845,0.515501220454467,1046.37028615551,"2010","Quarterly","AFTER","2009_2010"
"BO08_S14",0,6,0,0,"BO08","Boyicup","BCP",462113,6204886,14,2011-03-15,7.42435598373413,14.6735229492188,29.0717678070068,5.23946073532105,10.2561884307861,20.2329903411865,97.8999967575073,197.899996757507,472.999995231628,0.540109242215051,1046.37028615551,"2011","Quarterly","AFTER","2011_2013"
"BO08_S15",1,4,0.25,0,"BO08","Boyicup","BCP",462113,6204886,15,2011-09-20,7.18191051483154,14.4200716018677,29.0935955047607,4.98175422668457,9.99275897979736,20.2489472198486,306.599998474121,421.999996900558,619.899993658066,0.515378443969299,1046.37028615551,"2011","Quarterly","AFTER","2011_2013"
"BO08_S16",0,6,0,1,"BO08","Boyicup","BCP",462113,6204886,16,2012-03-27,6.9443564414978,14.2277631759644,28.647834777832,4.72659112930298,9.76112339019775,19.7538821411133,66.4999990463257,301.100005149841,723.1000020504,0.468342218834347,1046.37028615551,"2012","Quarterly","AFTER","2011_2013"
"BO08_S18",0,6,0,0,"BO08","Boyicup","BCP",462113,6204886,18,2012-10-04,6.87587690353394,13.9302892684937,28.158052444458,4.69098176956177,9.47480197906494,19.2359253692627,208.700002670288,406.100004196167,620.800006300211,0.438519297802433,1046.37028615551,"2012","Quarterly","AFTER","2011_2013"
"BO08_S20",0,9,0,0,"BO08","Boyicup","BCP",462113,6204886,20,2013-02-05,6.83919143676758,13.6490345001221,27.57932472229,4.47782428741455,9.13446846008301,18.6092707061768,156.499997138977,358.500000953674,598.900001913309,0.44480662416182,1046.37028615551,"2013","Quarterly","AFTER","2011_2013"
"BO08_S21",0,8,0,0,"BO08","Boyicup","BCP",462113,6204886,21,2013-03-14,6.83919143676758,13.6490345001221,27.57932472229,4.47782428741455,9.13446846008301,18.6092707061768,93.3000001907349,290.099999427795,595.700002104044,0.448655143023877,1046.37028615551,"2013","Quarterly","AFTER","2011_2013"
"BO09_S 1",0,7,0,0,"BO09","Boyicup","BCP",462254,6205382,1,2006-08-24,7.27330207824707,14.4047546386719,29.0597553253174,4.8976428604126,9.72152397155762,19.6146412658691,159.300001144409,218.60000038147,632.800004959106,0.373995304168098,1365.46784305049,"2006","Quarterly","BEFORE","2006_2008"
"BO09_S 2",0,2,0,0,"BO09","Boyicup","BCP",462254,6205382,2,2006-10-10,8.90438652038574,14.2580127716064,30.637035369873,6.86133255004883,9.64521820068359,21.5503518676758,275.900001525879,366.600002288818,601.500001907349,0.384617973144276,1365.46784305049,"2006","Quarterly","BEFORE","2006_2008"
"BO09_S 3",0,4,0,0,"BO09","Boyicup","BCP",462254,6205382,3,2006-12-05,6.98471021652222,14.2580127716064,28.717357635498,4.74757509231567,9.64521820068359,19.4365940093994,125.5,367.200002670288,523.400003433228,0.397029716492164,1365.46784305049,"2006","Quarterly","BEFORE","2006_2008"
"BO09_S 4",0,3,0,0,"BO09","Boyicup","BCP",462254,6205382,4,2007-01-16,7.37357568740845,16.277961730957,28.7630405426025,4.94978525161743,11.8111175537109,19.4188842010498,83.4000015258789,359.300003051758,509.400003433228,0.405970070919827,1365.46784305049,"2007","Quarterly","BEFORE","2006_2008"
"BO09_S 5",0,1,0,0,"BO09","Boyicup","BCP",462254,6205382,5,2007-02-28,7.37357568740845,14.3582859039307,28.7630405426025,4.94978525161743,9.69736022949219,19.4188842010498,59.9000015258789,281.000003814697,499.600004196167,0.414669387796356,1365.46784305049,"2007","Quarterly","BEFORE","2006_2008"
"BO09_S 6",0,4,0,0,"BO09","Boyicup","BCP",462254,6205382,6,2007-04-03,7.02212905883789,14.3957052230835,28.6537170410156,4.7268842124939,9.67666942596436,19.3218873596191,48.4000005722046,131.800002098083,498.400004386902,0.421201453196445,1365.46784305049,"2007","Quarterly","BEFORE","2006_2008"
"BO09_S 7",0,3,0,1,"BO09","Boyicup","BCP",462254,6205382,7,2007-06-12,7.02212905883789,14.3957052230835,28.6537170410156,4.7268842124939,9.67666942596436,19.3218873596191,124.299999237061,164.199999809265,531.400002479553,0.433909032854578,1365.46784305049,"2007","Quarterly","BEFORE","2006_2008"
"BO09_S 8",0,4,0,0,"BO09","Boyicup","BCP",462254,6205382,8,2007-07-10,7.37357568740845,14.3957052230835,30.6736679077148,4.94978525161743,9.67666942596436,21.4877874755859,158.799999237061,207.199999809265,566.500002861023,0.438819264486578,1365.46784305049,"2007","Quarterly","BEFORE","2006_2008"
"BO09_S 9",2,6,0.333333333333333,0,"BO09","Boyicup","BCP",462254,6205382,9,2008-02-27,7.5817813873291,14.7598628997803,29.1555671691895,5.1896870803833,10.1036327362061,19.7803016662598,67.6999986171722,364.699998617172,677.89999461174,0.475359089245542,1365.46784305049,"2008","Quarterly","BEFORE","2006_2008"
"BO09_S13",1,6,0.166666666666667,0,"BO09","Boyicup","BCP",462254,6205382,13,2010-03-11,7.10364818572998,14.1294116973877,28.8258457183838,4.94105781555176,9.87584075927734,20.0123084259033,9.09999978542328,185.900000929832,629.200014948845,0.515501220454467,1365.46784305049,"2010","Quarterly","AFTER","2009_2010"
"BO09_S14",0,6,0,0,"BO09","Boyicup","BCP",462254,6205382,14,2011-03-15,7.42435598373413,14.6735229492188,29.0717678070068,5.23946073532105,10.2561884307861,20.2329903411865,97.8999967575073,197.899996757507,472.999995231628,0.540109242215051,1365.46784305049,"2011","Quarterly","AFTER","2011_2013"
"BO09_S15",0,4,0,1,"BO09","Boyicup","BCP",462254,6205382,15,2011-09-20,7.18191051483154,14.4200716018677,29.0935955047607,4.98175422668457,9.99275897979736,20.2489472198486,306.599998474121,421.999996900558,619.899993658066,0.515378443969299,1365.46784305049,"2011","Quarterly","AFTER","2011_2013"
"BO09_S16",0,6,0,0,"BO09","Boyicup","BCP",462254,6205382,16,2012-03-27,6.9443564414978,14.2277631759644,28.647834777832,4.72659112930298,9.76112339019775,19.7538821411133,66.4999990463257,301.100005149841,723.1000020504,0.468342218834347,1365.46784305049,"2012","Quarterly","AFTER","2011_2013"
"BO09_S18",0,6,0,0,"BO09","Boyicup","BCP",462254,6205382,18,2012-10-04,6.87587690353394,13.9302892684937,28.158052444458,4.69098176956177,9.47480197906494,19.2359253692627,208.700002670288,406.100004196167,620.800006300211,0.438519297802433,1365.46784305049,"2012","Quarterly","AFTER","2011_2013"
"BO09_S20",0,9,0,0,"BO09","Boyicup","BCP",462254,6205382,20,2013-02-05,6.83919143676758,13.6490345001221,27.57932472229,4.47782428741455,9.13446846008301,18.6092707061768,156.499997138977,358.500000953674,598.900001913309,0.44480662416182,1365.46784305049,"2013","Quarterly","AFTER","2011_2013"
"BO09_S21",0,8,0,0,"BO09","Boyicup","BCP",462254,6205382,21,2013-03-14,6.83919143676758,13.6490345001221,27.57932472229,4.47782428741455,9.13446846008301,18.6092707061768,93.3000001907349,290.099999427795,595.700002104044,0.448655143023877,1365.46784305049,"2013","Quarterly","AFTER","2011_2013"
"BO10_S 1",0,7,0,0,"BO10","Boyicup","BCP",462483,6205846,1,2006-08-24,7.27330207824707,14.4047546386719,29.0597553253174,4.8976428604126,9.72152397155762,19.6146412658691,159.300001144409,218.60000038147,632.800004959106,0.373995304168098,1722.54781571381,"2006","Quarterly","BEFORE","2006_2008"
"BO10_S 2",0,2,0,0,"BO10","Boyicup","BCP",462483,6205846,2,2006-10-10,8.90438652038574,14.2580127716064,30.637035369873,6.86133255004883,9.64521820068359,21.5503518676758,275.900001525879,366.600002288818,601.500001907349,0.384617973144276,1722.54781571381,"2006","Quarterly","BEFORE","2006_2008"
"BO10_S 3",0,4,0,0,"BO10","Boyicup","BCP",462483,6205846,3,2006-12-05,6.98471021652222,14.2580127716064,28.717357635498,4.74757509231567,9.64521820068359,19.4365940093994,125.5,367.200002670288,523.400003433228,0.397029716492164,1722.54781571381,"2006","Quarterly","BEFORE","2006_2008"
"BO10_S 4",0,4,0,0,"BO10","Boyicup","BCP",462483,6205846,4,2007-01-16,7.37357568740845,16.277961730957,28.7630405426025,4.94978525161743,11.8111175537109,19.4188842010498,83.4000015258789,359.300003051758,509.400003433228,0.405970070919827,1722.54781571381,"2007","Quarterly","BEFORE","2006_2008"
"BO10_S 5",0,1,0,0,"BO10","Boyicup","BCP",462483,6205846,5,2007-02-28,7.37357568740845,14.3582859039307,28.7630405426025,4.94978525161743,9.69736022949219,19.4188842010498,59.9000015258789,281.000003814697,499.600004196167,0.414669387796356,1722.54781571381,"2007","Quarterly","BEFORE","2006_2008"
"BO10_S 6",0,4,0,0,"BO10","Boyicup","BCP",462483,6205846,6,2007-04-03,7.02212905883789,14.3957052230835,28.6537170410156,4.7268842124939,9.67666942596436,19.3218873596191,48.4000005722046,131.800002098083,498.400004386902,0.421201453196445,1722.54781571381,"2007","Quarterly","BEFORE","2006_2008"
"BO10_S 7",0,3,0,1,"BO10","Boyicup","BCP",462483,6205846,7,2007-06-12,7.02212905883789,14.3957052230835,28.6537170410156,4.7268842124939,9.67666942596436,19.3218873596191,124.299999237061,164.199999809265,531.400002479553,0.433909032854578,1722.54781571381,"2007","Quarterly","BEFORE","2006_2008"
"BO10_S 8",1,4,0.25,0,"BO10","Boyicup","BCP",462483,6205846,8,2007-07-10,7.37357568740845,14.3957052230835,30.6736679077148,4.94978525161743,9.67666942596436,21.4877874755859,158.799999237061,207.199999809265,566.500002861023,0.438819264486578,1722.54781571381,"2007","Quarterly","BEFORE","2006_2008"
"BO10_S 9",2,6,0.333333333333333,0,"BO10","Boyicup","BCP",462483,6205846,9,2008-02-27,7.5817813873291,14.7598628997803,29.1555671691895,5.1896870803833,10.1036327362061,19.7803016662598,67.6999986171722,364.699998617172,677.89999461174,0.475359089245542,1722.54781571381,"2008","Quarterly","BEFORE","2006_2008"
"BO10_S13",0,6,0,0,"BO10","Boyicup","BCP",462483,6205846,13,2010-03-11,7.10364818572998,14.1294116973877,28.8258457183838,4.94105781555176,9.87584075927734,20.0123084259033,9.09999978542328,185.900000929832,629.200014948845,0.515501220454467,1722.54781571381,"2010","Quarterly","AFTER","2009_2010"
"BO10_S14",1,5,0.2,0,"BO10","Boyicup","BCP",462483,6205846,14,2011-03-15,7.42435598373413,14.6735229492188,29.0717678070068,5.23946073532105,10.2561884307861,20.2329903411865,97.8999967575073,197.899996757507,472.999995231628,0.540109242215051,1722.54781571381,"2011","Quarterly","AFTER","2011_2013"
"BO10_S15",0,4,0,1,"BO10","Boyicup","BCP",462483,6205846,15,2011-09-20,7.18191051483154,14.4200716018677,29.0935955047607,4.98175422668457,9.99275897979736,20.2489472198486,306.599998474121,421.999996900558,619.899993658066,0.515378443969299,1722.54781571381,"2011","Quarterly","AFTER","2011_2013"
"BO10_S16",0,6,0,0,"BO10","Boyicup","BCP",462483,6205846,16,2012-03-27,6.9443564414978,14.2277631759644,28.647834777832,4.72659112930298,9.76112339019775,19.7538821411133,66.4999990463257,301.100005149841,723.1000020504,0.468342218834347,1722.54781571381,"2012","Quarterly","AFTER","2011_2013"
"BO10_S18",0,6,0,0,"BO10","Boyicup","BCP",462483,6205846,18,2012-10-04,6.87587690353394,13.9302892684937,28.158052444458,4.69098176956177,9.47480197906494,19.2359253692627,208.700002670288,406.100004196167,620.800006300211,0.438519297802433,1722.54781571381,"2012","Quarterly","AFTER","2011_2013"
"BO10_S20",0,9,0,0,"BO10","Boyicup","BCP",462483,6205846,20,2013-02-05,6.83919143676758,13.6490345001221,27.57932472229,4.47782428741455,9.13446846008301,18.6092707061768,156.499997138977,358.500000953674,598.900001913309,0.44480662416182,1722.54781571381,"2013","Quarterly","AFTER","2011_2013"
"BO10_S21",0,8,0,0,"BO10","Boyicup","BCP",462483,6205846,21,2013-03-14,6.83919143676758,13.6490345001221,27.57932472229,4.47782428741455,9.13446846008301,18.6092707061768,93.3000001907349,290.099999427795,595.700002104044,0.448655143023877,1722.54781571381,"2013","Quarterly","AFTER","2011_2013"
"BO11_S 1",0,7,0,0,"BO11","Boyicup","BCP",462769,6206270,1,2006-08-24,8.0819730758667,16.0220966339111,32.2944412231445,4.8976428604126,9.72152397155762,19.6146412658691,159.300001144409,218.60000038147,632.800004959106,0.373995304168098,2102.08303367016,"2006","Quarterly","BEFORE","2006_2008"
"BO11_S 2",0,2,0,0,"BO11","Boyicup","BCP",462769,6206270,2,2006-10-10,10.521728515625,15.8753547668457,34.6803894042969,6.86133255004883,9.64521820068359,21.5503518676758,275.900001525879,366.600002288818,601.500001907349,0.384617973144276,2102.08303367016,"2006","Quarterly","BEFORE","2006_2008"
"BO11_S 3",0,4,0,0,"BO11","Boyicup","BCP",462769,6206270,3,2006-12-05,7.79338121414185,15.8753547668457,31.9520416259766,4.74757509231567,9.64521820068359,19.4365940093994,125.5,367.200002670288,523.400003433228,0.397029716492164,2102.08303367016,"2006","Quarterly","BEFORE","2006_2008"
"BO11_S 4",0,4,0,0,"BO11","Boyicup","BCP",462769,6206270,4,2007-01-16,8.18224716186523,18.7039756774902,31.9977245330811,4.94978525161743,11.8111175537109,19.4188842010498,83.4000015258789,359.300003051758,509.400003433228,0.405970070919827,2102.08303367016,"2007","Quarterly","BEFORE","2006_2008"
"BO11_S 5",0,1,0,0,"BO11","Boyicup","BCP",462769,6206270,5,2007-02-28,8.18224716186523,15.9756278991699,31.9977245330811,4.94978525161743,9.69736022949219,19.4188842010498,59.9000015258789,281.000003814697,499.600004196167,0.414669387796356,2102.08303367016,"2007","Quarterly","BEFORE","2006_2008"
"BO11_S 6",0,4,0,0,"BO11","Boyicup","BCP",462769,6206270,6,2007-04-03,7.83080005645752,16.0130462646484,31.8884010314941,4.7268842124939,9.67666942596436,19.3218873596191,48.4000005722046,131.800002098083,498.400004386902,0.421201453196445,2102.08303367016,"2007","Quarterly","BEFORE","2006_2008"
"BO11_S 7",0,3,0,0,"BO11","Boyicup","BCP",462769,6206270,7,2007-06-12,7.83080005645752,16.0130462646484,31.8884010314941,4.7268842124939,9.67666942596436,19.3218873596191,124.299999237061,164.199999809265,531.400002479553,0.433909032854578,2102.08303367016,"2007","Quarterly","BEFORE","2006_2008"
"BO11_S 8",0,4,0,0,"BO11","Boyicup","BCP",462769,6206270,8,2007-07-10,8.18224716186523,16.0130462646484,34.7170219421387,4.94978525161743,9.67666942596436,21.4877874755859,158.799999237061,207.199999809265,566.500002861023,0.438819264486578,2102.08303367016,"2007","Quarterly","BEFORE","2006_2008"
"BO11_S 9",2,6,0.333333333333333,0,"BO11","Boyicup","BCP",462769,6206270,9,2008-02-27,8.39045238494873,16.3772048950195,32.390251159668,5.1896870803833,10.1036327362061,19.7803016662598,67.6999986171722,364.699998617172,677.89999461174,0.475359089245542,2102.08303367016,"2008","Quarterly","BEFORE","2006_2008"
"BO11_S13",0,6,0,0,"BO11","Boyicup","BCP",462769,6206270,13,2010-03-11,7.91231918334961,15.746753692627,32.0605316162109,4.94105781555176,9.87584075927734,20.0123084259033,9.09999978542328,185.900000929832,629.200014948845,0.515501220454467,2102.08303367016,"2010","Quarterly","AFTER","2009_2010"
"BO11_S14",0,5,0,0,"BO11","Boyicup","BCP",462769,6206270,14,2011-03-15,8.2330265045166,16.290864944458,32.306453704834,5.23946073532105,10.2561884307861,20.2329903411865,97.8999967575073,197.899996757507,472.999995231628,0.540109242215051,2102.08303367016,"2011","Quarterly","AFTER","2011_2013"
"BO11_S15",0,4,0,0,"BO11","Boyicup","BCP",462769,6206270,15,2011-09-20,7.99058151245117,16.0374145507812,32.3282775878906,4.98175422668457,9.99275897979736,20.2489472198486,306.599998474121,421.999996900558,619.899993658066,0.515378443969299,2102.08303367016,"2011","Quarterly","AFTER","2011_2013"
"BO11_S16",0,6,0,1,"BO11","Boyicup","BCP",462769,6206270,16,2012-03-27,7.75302743911743,15.8451051712036,31.8825187683105,4.72659112930298,9.76112339019775,19.7538821411133,66.4999990463257,301.100005149841,723.1000020504,0.468342218834347,2102.08303367016,"2012","Quarterly","AFTER","2011_2013"
"BO11_S18",0,6,0,0,"BO11","Boyicup","BCP",462769,6206270,18,2012-10-04,7.68454790115356,15.5476312637329,31.3927364349365,4.69098176956177,9.47480197906494,19.2359253692627,208.700002670288,406.100004196167,620.800006300211,0.438519297802433,2102.08303367016,"2012","Quarterly","AFTER","2011_2013"
"BO11_S20",0,9,0,0,"BO11","Boyicup","BCP",462769,6206270,20,2013-02-05,6.83919143676758,14.4577054977417,30.0053367614746,4.47782428741455,9.13446846008301,18.6092707061768,156.499997138977,358.500000953674,598.900001913309,0.44480662416182,2102.08303367016,"2013","Quarterly","AFTER","2011_2013"
"BO11_S21",1,8,0.125,0,"BO11","Boyicup","BCP",462769,6206270,21,2013-03-14,6.83919143676758,14.4577054977417,30.0053367614746,4.47782428741455,9.13446846008301,18.6092707061768,93.3000001907349,290.099999427795,595.700002104044,0.448655143023877,2102.08303367016,"2013","Quarterly","AFTER","2011_2013"
"BO12_S 1",0,7,0,0,"BO12","Boyicup","BCP",463049,6206682,1,2006-08-24,8.0819730758667,16.0220966339111,32.2944412231445,4.8976428604126,9.72152397155762,19.6146412658691,159.300001144409,218.60000038147,632.800004959106,0.373995304168098,1954.93076984193,"2006","Quarterly","BEFORE","2006_2008"
"BO12_S 2",0,2,0,0,"BO12","Boyicup","BCP",463049,6206682,2,2006-10-10,10.521728515625,15.8753547668457,34.6803894042969,6.86133255004883,9.64521820068359,21.5503518676758,275.900001525879,366.600002288818,601.500001907349,0.384617973144276,1954.93076984193,"2006","Quarterly","BEFORE","2006_2008"
"BO12_S 3",0,4,0,0,"BO12","Boyicup","BCP",463049,6206682,3,2006-12-05,7.79338121414185,15.8753547668457,31.9520416259766,4.74757509231567,9.64521820068359,19.4365940093994,125.5,367.200002670288,523.400003433228,0.397029716492164,1954.93076984193,"2006","Quarterly","BEFORE","2006_2008"
"BO12_S 4",0,4,0,0,"BO12","Boyicup","BCP",463049,6206682,4,2007-01-16,8.18224716186523,18.7039756774902,31.9977245330811,4.94978525161743,11.8111175537109,19.4188842010498,83.4000015258789,359.300003051758,509.400003433228,0.405970070919827,1954.93076984193,"2007","Quarterly","BEFORE","2006_2008"
"BO12_S 5",0,2,0,0,"BO12","Boyicup","BCP",463049,6206682,5,2007-02-28,8.18224716186523,15.9756278991699,31.9977245330811,4.94978525161743,9.69736022949219,19.4188842010498,59.9000015258789,281.000003814697,499.600004196167,0.414669387796356,1954.93076984193,"2007","Quarterly","BEFORE","2006_2008"
"BO12_S 6",0,4,0,0,"BO12","Boyicup","BCP",463049,6206682,6,2007-04-03,7.83080005645752,16.0130462646484,31.8884010314941,4.7268842124939,9.67666942596436,19.3218873596191,48.4000005722046,131.800002098083,498.400004386902,0.421201453196445,1954.93076984193,"2007","Quarterly","BEFORE","2006_2008"
"BO12_S 7",0,3,0,0,"BO12","Boyicup","BCP",463049,6206682,7,2007-06-12,7.83080005645752,16.0130462646484,31.8884010314941,4.7268842124939,9.67666942596436,19.3218873596191,124.299999237061,164.199999809265,531.400002479553,0.433909032854578,1954.93076984193,"2007","Quarterly","BEFORE","2006_2008"
"BO12_S 8",1,4,0.25,0,"BO12","Boyicup","BCP",463049,6206682,8,2007-07-10,8.18224716186523,16.0130462646484,34.7170219421387,4.94978525161743,9.67666942596436,21.4877874755859,158.799999237061,207.199999809265,566.500002861023,0.438819264486578,1954.93076984193,"2007","Quarterly","BEFORE","2006_2008"
"BO12_S 9",2,6,0.333333333333333,0,"BO12","Boyicup","BCP",463049,6206682,9,2008-02-27,8.39045238494873,16.3772048950195,32.390251159668,5.1896870803833,10.1036327362061,19.7803016662598,67.6999986171722,364.699998617172,677.89999461174,0.475359089245542,1954.93076984193,"2008","Quarterly","BEFORE","2006_2008"
"BO12_S13",0,6,0,0,"BO12","Boyicup","BCP",463049,6206682,13,2010-03-11,7.91231918334961,15.746753692627,32.0605316162109,4.94105781555176,9.87584075927734,20.0123084259033,9.09999978542328,185.900000929832,629.200014948845,0.515501220454467,1954.93076984193,"2010","Quarterly","AFTER","2009_2010"
"BO12_S14",0,4,0,0,"BO12","Boyicup","BCP",463049,6206682,14,2011-03-15,8.2330265045166,16.290864944458,32.306453704834,5.23946073532105,10.2561884307861,20.2329903411865,97.8999967575073,197.899996757507,472.999995231628,0.540109242215051,1954.93076984193,"2011","Quarterly","AFTER","2011_2013"
"BO12_S15",0,4,0,0,"BO12","Boyicup","BCP",463049,6206682,15,2011-09-20,7.99058151245117,16.0374145507812,32.3282775878906,4.98175422668457,9.99275897979736,20.2489472198486,306.599998474121,421.999996900558,619.899993658066,0.515378443969299,1954.93076984193,"2011","Quarterly","AFTER","2011_2013"
"BO12_S16",0,6,0,0,"BO12","Boyicup","BCP",463049,6206682,16,2012-03-27,7.75302743911743,15.8451051712036,31.8825187683105,4.72659112930298,9.76112339019775,19.7538821411133,66.4999990463257,301.100005149841,723.1000020504,0.468342218834347,1954.93076984193,"2012","Quarterly","AFTER","2011_2013"
